player,tournament,date,season,n_rounds,sg_putt,sg_total
Tony Finau,PGA Championship,2022-05-22,2022,4,0.17,1.58
Tommy Fleetwood,PGA Championship,2022-05-22,2022,4,0.91,3.08
Talor Gooch,PGA Championship,2022-05-22,2022,4,0.07,2.08
Tyrrell Hatton,PGA Championship,2022-05-22,2022,4,0.88,2.33
Tom Hoge,PGA Championship,2022-05-22,2022,4,1.16,2.58
Takumi Kanaya,PGA Championship,2022-05-22,2022,2,-1.79,-3.78
Troy Merritt,PGA Championship,2022-05-22,2022,4,0.02,1.08
Thomas Pieters,PGA Championship,2022-05-22,2022,4,-0.2,-0.67
Viktor Hovland,PGA Championship,2022-05-22,2022,4,-0.05,1.08
Webb Simpson,PGA Championship,2022-05-22,2022,4,0.51,2.08
Will Zalatoris,PGA Championship,2022-05-22,2022,4,1.16,3.58
Xander Schauffele,PGA Championship,2022-05-22,2022,4,0.36,2.33
Yuki Inamori,PGA Championship,2022-05-22,2022,2,-1.11,-1.28
Y.E. Yang,PGA Championship,2022-05-22,2022,2,-0.2,-0.28
Zach Johnson,PGA Championship,2022-05-22,2022,2,-0.76,-2.78
Austin Cook,AT&T Byron Nelson,2022-05-15,2022,2,-0.53,-2.36
Adam Hadwin,AT&T Byron Nelson,2022-05-15,2022,2,-1.14,-3.36
Andrew Loupe,AT&T Byron Nelson,2022-05-15,2022,2,-2.57,-4.36
Alexander Noren,AT&T Byron Nelson,2022-05-15,2022,4,0.63,2.03
Andrew Putnam,AT&T Byron Nelson,2022-05-15,2022,2,-1.71,-0.36
Aaron Rai,AT&T Byron Nelson,2022-05-15,2022,4,0.49,0.53
Adam Schenk,AT&T Byron Nelson,2022-05-15,2022,4,0.08,-1.22
Adam Scott,AT&T Byron Nelson,2022-05-15,2022,4,0.23,1.03
Adam Svensson,AT&T Byron Nelson,2022-05-15,2022,4,0.15,-0.47
Aaron Wise,AT&T Byron Nelson,2022-05-15,2022,4,-0.88,0.28
Brice Garnett,AT&T Byron Nelson,2022-05-15,2022,4,1.8,1.78
Branden Grace,AT&T Byron Nelson,2022-05-15,2022,4,-0.11,0.78
Bill Haas,AT&T Byron Nelson,2022-05-15,2022,4,0.91,-0.22
Brandon Hagy,AT&T Byron Nelson,2022-05-15,2022,2,-0.31,-1.85
Bo Hoag,AT&T Byron Nelson,2022-05-15,2022,2,-1.48,-1.36
Beau Hossler,AT&T Byron Nelson,2022-05-15,2022,4,1.26,1.53
Brandt Snedeker,AT&T Byron Nelson,2022-05-15,2022,2,-1.46,-0.86
Brian Stuard,AT&T Byron Nelson,2022-05-15,2022,2,-1.12,-2.86
Brendon Todd,AT&T Byron Nelson,2022-05-15,2022,2,0.74,-0.36
Bubba Watson,AT&T Byron Nelson,2022-05-15,2022,2,0.67,-0.85
Brandon Wu,AT&T Byron Nelson,2022-05-15,2022,4,1,0.28
Christiaan Bezuidenhout,AT&T Byron Nelson,2022-05-15,2022,4,2.03,2.03
Cameron Champ,AT&T Byron Nelson,2022-05-15,2022,4,-0.66,0.78
Chesson Hadley,AT&T Byron Nelson,2022-05-15,2022,4,-0.21,-0.47
Charley Hoffman,AT&T Byron Nelson,2022-05-15,2022,2,-1,-1.35
Charles Howell III,AT&T Byron Nelson,2022-05-15,2022,2,-0.69,-1.35
Carlos Ortiz,AT&T Byron Nelson,2022-05-15,2022,4,-0.19,0.78
Cameron Percy,AT&T Byron Nelson,2022-05-15,2022,2,0.48,-1.85
Chez Reavie,AT&T Byron Nelson,2022-05-15,2022,2,-0.44,-1.85
Charl Schwartzel,AT&T Byron Nelson,2022-05-15,2022,4,-0.08,2.53
Chase Seiffert,AT&T Byron Nelson,2022-05-15,2022,2,-1.89,-3.86
Curtis Thompson,AT&T Byron Nelson,2022-05-15,2022,2,-1.03,-1.85
Dylan Frittelli,AT&T Byron Nelson,2022-05-15,2022,4,0.14,-0.47
Dustin Johnson,AT&T Byron Nelson,2022-05-15,2022,4,-0.92,0.03
David Lipsky,AT&T Byron Nelson,2022-05-15,2022,4,0.34,1.28
Doc Redman,AT&T Byron Nelson,2022-05-15,2022,2,-1.08,-1.85
Davis Riley,AT&T Byron Nelson,2022-05-15,2022,4,0.77,2.28
Danny Willett,AT&T Byron Nelson,2022-05-15,2022,2,-1.48,-2.36
Dylan Wu,AT&T Byron Nelson,2022-05-15,2022,2,0.54,-3.86
Emiliano Grillo,AT&T Byron Nelson,2022-05-15,2022,4,0.53,0.53
Francesco Molinari,AT&T Byron Nelson,2022-05-15,2022,4,0.5,1.53
Greyson Sigg,AT&T Byron Nelson,2022-05-15,2022,2,0.06,-3.36
Hayden Buckley,AT&T Byron Nelson,2022-05-15,2022,2,-1.4,-1.86
Harry Higgs,AT&T Byron Nelson,2022-05-15,2022,2,1.22,-0.36
Hank Lebioda,AT&T Byron Nelson,2022-05-15,2022,2,-0.15,-0.86
Hideki Matsuyama,AT&T Byron Nelson,2022-05-15,2022,4,0.42,3.03
Henrik Norlander,AT&T Byron Nelson,2022-05-15,2022,2,0.47,-0.85
Henrik Stenson,AT&T Byron Nelson,2022-05-15,2022,2,-1.66,-0.36
Hudson Swafford,AT&T Byron Nelson,2022-05-15,2022,2,0.26,-0.85
Ian Poulter,AT&T Byron Nelson,2022-05-15,2022,4,1.27,0.03
Joseph Bramlett,AT&T Byron Nelson,2022-05-15,2022,4,-0.28,0.28
Jason Day,AT&T Byron Nelson,2022-05-15,2022,4,0.96,0.28
Jason Dufner,AT&T Byron Nelson,2022-05-15,2022,2,0.23,-1.35
James Hahn,AT&T Byron Nelson,2022-05-15,2022,4,-0.64,2.28
Jim Herman,AT&T Byron Nelson,2022-05-15,2022,2,-1.88,-2.86
John Huh,AT&T Byron Nelson,2022-05-15,2022,2,-0.45,-2.35
Joohyung Kim,AT&T Byron Nelson,2022-05-15,2022,4,-0.19,1.53
Jim Knous,AT&T Byron Nelson,2022-05-15,2022,2,0.61,-1.85
Jason Kokrak,AT&T Byron Nelson,2022-05-15,2022,4,0.25,1.53
Joaquin Niemann,AT&T Byron Nelson,2022-05-15,2022,4,0.53,1.28
J.J. Spaun,AT&T Byron Nelson,2022-05-15,2022,4,-0.32,0.78
Jordan Spieth,AT&T Byron Nelson,2022-05-15,2022,4,0.36,3.28
Justin Thomas,AT&T Byron Nelson,2022-05-15,2022,4,0.83,2.78
Jhonattan Vegas,AT&T Byron Nelson,2022-05-15,2022,4,-0.64,0.03
Kiradech Aphibarnrat,AT&T Byron Nelson,2022-05-15,2022,4,0.49,-0.97
Kramer Hickok,AT&T Byron Nelson,2022-05-15,2022,2,-0.39,-0.85
Kevin Kisner,AT&T Byron Nelson,2022-05-15,2022,2,-1.06,-1.85
Kurt Kitayama,AT&T Byron Nelson,2022-05-15,2022,2,-0.67,-1.85
Kelly Kraft,AT&T Byron Nelson,2022-05-15,2022,2,-0.46,-1.85
Kyoung-Hoon Lee,AT&T Byron Nelson,2022-05-15,2022,4,0.97,3.53
Keith Mitchell,AT&T Byron Nelson,2022-05-15,2022,4,-0.1,-0.97
Kevin Tway,AT&T Byron Nelson,2022-05-15,2022,2,0.62,-1.86
Luke Donald,AT&T Byron Nelson,2022-05-15,2022,2,0.52,-0.36
Lanto Griffin,AT&T Byron Nelson,2022-05-15,2022,4,0.23,0.28
Lee Hodges,AT&T Byron Nelson,2022-05-15,2022,2,0.46,-1.36
Luke List,AT&T Byron Nelson,2022-05-15,2022,2,-1.51,-0.36
Lee Westwood,AT&T Byron Nelson,2022-05-15,2022,2,-1.35,-3.36
Michael Gligic,AT&T Byron Nelson,2022-05-15,2022,4,-0.1,-0.72
Mark Hubbard,AT&T Byron Nelson,2022-05-15,2022,4,0.07,1.03
Mackenzie Hughes,AT&T Byron Nelson,2022-05-15,2022,2,-0.28,-0.85
Matt Kuchar,AT&T Byron Nelson,2022-05-15,2022,4,1.02,2.03
Martin Laird,AT&T Byron Nelson,2022-05-15,2022,2,-0.35,-2.36
Marc Leishman,AT&T Byron Nelson,2022-05-15,2022,4,0.48,0.28
Maverick McNealy,AT&T Byron Nelson,2022-05-15,2022,4,0.85,1.03
Matthew NeSmith,AT&T Byron Nelson,2022-05-15,2022,4,-0.7,0.28
Mito Pereira,AT&T Byron Nelson,2022-05-15,2022,4,-0.72,1.53
Matthias Schwab,AT&T Byron Nelson,2022-05-15,2022,4,0.86,0.03
Michael Thompson,AT&T Byron Nelson,2022-05-15,2022,4,2.47,1.28
Martin Trainer,AT&T Byron Nelson,2022-05-15,2022,4,-0.06,-0.97
Matt Wallace,AT&T Byron Nelson,2022-05-15,2022,2,-2.06,-3.36
Matthew Wolff,AT&T Byron Nelson,2022-05-15,2022,2,-2.12,-3.36
Nate Lashley,AT&T Byron Nelson,2022-05-15,2022,4,0.16,1.53
Nick Taylor,AT&T Byron Nelson,2022-05-15,2022,2,-0.93,-2.36
Paul Barjon,AT&T Byron Nelson,2022-05-15,2022,4,-0.16,-0.22
Patton Kizzire,AT&T Byron Nelson,2022-05-15,2022,4,-0.95,-1.97
Peter Malnati,AT&T Byron Nelson,2022-05-15,2022,4,1.88,2.28
Pat Perez,AT&T Byron Nelson,2022-05-15,2022,4,-0.31,0.78
Patrick Rodgers,AT&T Byron Nelson,2022-05-15,2022,4,0.57,1.03
Peter Uihlein,AT&T Byron Nelson,2022-05-15,2022,4,0.24,-0.22
Ryan Armour,AT&T Byron Nelson,2022-05-15,2022,2,-2.42,-1.86
Ryan Brehm,AT&T Byron Nelson,2022-05-15,2022,2,-0.85,-0.85
Ryan Palmer,AT&T Byron Nelson,2022-05-15,2022,4,1.11,2.78
Rory Sabbatini,AT&T Byron Nelson,2022-05-15,2022,4,-0.58,1.28
Roger Sloan,AT&T Byron Nelson,2022-05-15,2022,2,0.29,-1.85
Robert Streb,AT&T Byron Nelson,2022-05-15,2022,2,-1.26,-0.86
Richy Werenski,AT&T Byron Nelson,2022-05-15,2022,2,0.23,-3.86
Sam Burns,AT&T Byron Nelson,2022-05-15,2022,2,-0.23,-0.35
Scott Gutschewski,AT&T Byron Nelson,2022-05-15,2022,2,-2.52,-0.35
Stephan Jaeger,AT&T Byron Nelson,2022-05-15,2022,4,-0.79,0.78
Sung Kang,AT&T Byron Nelson,2022-05-15,2022,2,-0.93,-2.86
Si Woo Kim,AT&T Byron Nelson,2022-05-15,2022,2,-0.22,-0.85
Satoshi Kodaira,AT&T Byron Nelson,2022-05-15,2022,2,-0.31,-0.35
Sebastian Munoz,AT&T Byron Nelson,2022-05-15,2022,4,1.02,3.03
Seung-Yul Noh,AT&T Byron Nelson,2022-05-15,2022,2,0.14,-0.85
Shaun Norris,AT&T Byron Nelson,2022-05-15,2022,2,0.7,-1.35
Scott Piercy,AT&T Byron Nelson,2022-05-15,2022,2,-1.57,-0.36
Seamus Power,AT&T Byron Nelson,2022-05-15,2022,4,1.27,1.53
Seth Reeves,AT&T Byron Nelson,2022-05-15,2022,4,0.85,-0.47
Sam Ryder,AT&T Byron Nelson,2022-05-15,2022,2,-0.36,-0.35
Scottie Scheffler,AT&T Byron Nelson,2022-05-15,2022,4,-0.4,1.78
Scott Stallings,AT&T Byron Nelson,2022-05-15,2022,4,0.61,1.28
Sepp Straka,AT&T Byron Nelson,2022-05-15,2022,4,-0.17,-0.72
Sahith Theegala,AT&T Byron Nelson,2022-05-15,2022,4,-1.46,-1.22
Tyler Duncan,AT&T Byron Nelson,2022-05-15,2022,4,-0.64,0.03
Tommy Fleetwood,AT&T Byron Nelson,2022-05-15,2022,4,-0.73,0.03
Talor Gooch,AT&T Byron Nelson,2022-05-15,2022,2,-0.3,-0.86
Tom Hoge,AT&T Byron Nelson,2022-05-15,2022,4,0.21,1.53
Taylor Moore,AT&T Byron Nelson,2022-05-15,2022,4,-0.48,1.03
Trey Mullinax,AT&T Byron Nelson,2022-05-15,2022,4,-0.28,1.03
Vaughn Taylor,AT&T Byron Nelson,2022-05-15,2022,4,-0.17,-0.72
Vincent Whaley,AT&T Byron Nelson,2022-05-15,2022,4,0.65,1.28
Wesley Bryan,AT&T Byron Nelson,2022-05-15,2022,4,0.49,-0.22
Wyndham Clark,AT&T Byron Nelson,2022-05-15,2022,2,-0.86,-0.36
Will Zalatoris,AT&T Byron Nelson,2022-05-15,2022,2,-2.11,-0.36
Xander Schauffele,AT&T Byron Nelson,2022-05-15,2022,4,0.33,2.78
Abraham Ancer,Wells Fargo Championship,2022-05-08,2022,4,-0.23,-0.49
Aaron Baddeley,Wells Fargo Championship,2022-05-08,2022,2,-2.01,-7.92
Austin Cook,Wells Fargo Championship,2022-05-08,2022,2,0.18,0.58
Anirban Lahiri,Wells Fargo Championship,2022-05-08,2022,4,0.69,2.51
Adam Long,Wells Fargo Championship,2022-05-08,2022,2,0.61,0.58
Andrew Putnam,Wells Fargo Championship,2022-05-08,2022,2,-1.02,0.08
Aaron Rai,Wells Fargo Championship,2022-05-08,2022,2,-0.56,0.58
Adam Schenk,Wells Fargo Championship,2022-05-08,2022,4,0.53,2.26
Alex Smalley,Wells Fargo Championship,2022-05-08,2022,2,-1.07,-1.42
Adam Svensson,Wells Fargo Championship,2022-05-08,2022,2,-2.35,-1.42
Brice Garnett,Wells Fargo Championship,2022-05-08,2022,2,-2.4,-1.92
Branden Grace,Wells Fargo Championship,2022-05-08,2022,2,-0.91,-1.92
Bill Haas,Wells Fargo Championship,2022-05-08,2022,2,-0.47,-3.42
Brandon Hagy,Wells Fargo Championship,2022-05-08,2022,2,1.79,0.08
Brian Harman,Wells Fargo Championship,2022-05-08,2022,4,0.05,2.26
Bo Hoag,Wells Fargo Championship,2022-05-08,2022,2,-0.39,-2.42
Beau Hossler,Wells Fargo Championship,2022-05-08,2022,2,1.02,-5.92
Ben Martin,Wells Fargo Championship,2022-05-08,2022,4,-0.13,-0.24
Bryson Nimmer,Wells Fargo Championship,2022-05-08,2022,2,-0.6,-2.42
Brendan Steele,Wells Fargo Championship,2022-05-08,2022,4,-0.57,-0.24
Brian Stuard,Wells Fargo Championship,2022-05-08,2022,2,-1.73,-1.92
Bo Van Pelt,Wells Fargo Championship,2022-05-08,2022,2,0.44,-2.92
Brandon Wu,Wells Fargo Championship,2022-05-08,2022,2,-0.98,-0.42
Corey Conners,Wells Fargo Championship,2022-05-08,2022,4,0.6,1.76
Cameron Davis,Wells Fargo Championship,2022-05-08,2022,2,0.18,0.08
Chesson Hadley,Wells Fargo Championship,2022-05-08,2022,2,0.41,-2.92
Charley Hoffman,Wells Fargo Championship,2022-05-08,2022,2,1.01,0.08
C.T. Pan,Wells Fargo Championship,2022-05-08,2022,4,0.25,2.01
Cameron Percy,Wells Fargo Championship,2022-05-08,2022,2,-0.01,0.08
Chez Reavie,Wells Fargo Championship,2022-05-08,2022,4,0.2,2.01
Charl Schwartzel,Wells Fargo Championship,2022-05-08,2022,2,-0.21,0.58
Chase Seiffert,Wells Fargo Championship,2022-05-08,2022,4,-0.69,0.26
Camilo Villegas,Wells Fargo Championship,2022-05-08,2022,4,-0.89,-0.49
Cameron Young,Wells Fargo Championship,2022-05-08,2022,4,-0.58,3.26
Dylan Frittelli,Wells Fargo Championship,2022-05-08,2022,4,-1.01,0.26
Doug Ghim,Wells Fargo Championship,2022-05-08,2022,2,-0.66,0.08
Danny Lee,Wells Fargo Championship,2022-05-08,2022,2,-1.99,0.58
David Lingmerth,Wells Fargo Championship,2022-05-08,2022,4,1.22,0.26
David Lipsky,Wells Fargo Championship,2022-05-08,2022,2,-0.51,-0.92
Denny McCarthy,Wells Fargo Championship,2022-05-08,2022,4,1.64,1.51
Doc Redman,Wells Fargo Championship,2022-05-08,2022,2,-1.74,-2.92
Dylan Wu,Wells Fargo Championship,2022-05-08,2022,4,0.02,-1.49
Francesco Molinari,Wells Fargo Championship,2022-05-08,2022,2,-0.68,0.08
Greyson Sigg,Wells Fargo Championship,2022-05-08,2022,2,-0.44,-2.42
Gary Woodland,Wells Fargo Championship,2022-05-08,2022,2,0.53,-1.42
Hayden Buckley,Wells Fargo Championship,2022-05-08,2022,2,0.63,0.08
Harry Higgs,Wells Fargo Championship,2022-05-08,2022,2,1.25,0.58
Hank Lebioda,Wells Fargo Championship,2022-05-08,2022,4,0.47,0.51
Henrik Norlander,Wells Fargo Championship,2022-05-08,2022,4,-0.38,-0.74
Jonas Blixt,Wells Fargo Championship,2022-05-08,2022,2,0.49,0.58
Joseph Bramlett,Wells Fargo Championship,2022-05-08,2022,2,-1.03,-1.92
Jonathan Byrd,Wells Fargo Championship,2022-05-08,2022,2,-0.34,-1.92
Joel Dahmen,Wells Fargo Championship,2022-05-08,2022,4,-0.77,-0.24
Jason Day,Wells Fargo Championship,2022-05-08,2022,4,-0.31,2.01
Jason Dufner,Wells Fargo Championship,2022-05-08,2022,2,-1.59,-1.42
James Hahn,Wells Fargo Championship,2022-05-08,2022,4,1.96,2.26
Jim Herman,Wells Fargo Championship,2022-05-08,2022,2,1.37,0.58
John Huh,Wells Fargo Championship,2022-05-08,2022,2,-1.22,-1.92
Jim Knous,Wells Fargo Championship,2022-05-08,2022,2,1.37,0.58
J.T. Poston,Wells Fargo Championship,2022-05-08,2022,4,0.09,2.26
Jhonattan Vegas,Wells Fargo Championship,2022-05-08,2022,4,0.61,2.01
Johnson Wagner,Wells Fargo Championship,2022-05-08,2022,2,1.29,-4.42
Kiradech Aphibarnrat,Wells Fargo Championship,2022-05-08,2022,2,-1.89,-1.42
Keegan Bradley,Wells Fargo Championship,2022-05-08,2022,4,2.44,3.26
Kevin Chappell,Wells Fargo Championship,2022-05-08,2022,4,0.17,-1.49
Kramer Hickok,Wells Fargo Championship,2022-05-08,2022,2,-1.1,-0.42
Kurt Kitayama,Wells Fargo Championship,2022-05-08,2022,4,-0.56,2.01
Kelly Kraft,Wells Fargo Championship,2022-05-08,2022,4,-0.18,0.01
Kyoung-Hoon Lee,Wells Fargo Championship,2022-05-08,2022,4,1.35,1.51
Keith Mitchell,Wells Fargo Championship,2022-05-08,2022,2,0.6,-0.42
Kevin Streelman,Wells Fargo Championship,2022-05-08,2022,2,0.04,-1.92
Kevin Tway,Wells Fargo Championship,2022-05-08,2022,2,-1.11,-0.92
Luke Donald,Wells Fargo Championship,2022-05-08,2022,4,0.09,1.51
Lucas Glover,Wells Fargo Championship,2022-05-08,2022,2,-1.17,-2.42
Lanto Griffin,Wells Fargo Championship,2022-05-08,2022,4,0.27,2.51
Larkin Gross,Wells Fargo Championship,2022-05-08,2022,2,-0.06,-7.42
Lee Hodges,Wells Fargo Championship,2022-05-08,2022,2,0.42,-0.92
Luke List,Wells Fargo Championship,2022-05-08,2022,4,-0.54,1.26
Matthew Fitzpatrick,Wells Fargo Championship,2022-05-08,2022,4,1.78,3.26
Michael Gligic,Wells Fargo Championship,2022-05-08,2022,4,-0.39,0.76
Morgan Hoffmann,Wells Fargo Championship,2022-05-08,2022,2,-0.36,-5.42
Max Homa,Wells Fargo Championship,2022-05-08,2022,4,2.1,3.76
Mark Hubbard,Wells Fargo Championship,2022-05-08,2022,2,-0.15,-1.42
Mackenzie Hughes,Wells Fargo Championship,2022-05-08,2022,4,0.56,2.26
Matt Jones,Wells Fargo Championship,2022-05-08,2022,2,-2.47,-1.42
Matt Kuchar,Wells Fargo Championship,2022-05-08,2022,4,-0.3,0.01
Martin Laird,Wells Fargo Championship,2022-05-08,2022,4,-0.61,-0.99
Marc Leishman,Wells Fargo Championship,2022-05-08,2022,2,0.49,-0.42
Matthew NeSmith,Wells Fargo Championship,2022-05-08,2022,4,-0.06,1.26
Matthias Schwab,Wells Fargo Championship,2022-05-08,2022,2,1.76,0.08
Michael Thompson,Wells Fargo Championship,2022-05-08,2022,4,-1.18,-1.99
Martin Trainer,Wells Fargo Championship,2022-05-08,2022,1,-1.73,-6.41
Matt Wallace,Wells Fargo Championship,2022-05-08,2022,2,-0.74,-0.42
Matthew Wolff,Wells Fargo Championship,2022-05-08,2022,4,0.5,1.51
Nate Lashley,Wells Fargo Championship,2022-05-08,2022,1,-1.28,-0.41
Nick Taylor,Wells Fargo Championship,2022-05-08,2022,4,0.15,2.01
Nick Watney,Wells Fargo Championship,2022-05-08,2022,2,1.99,0.08
Paul Barjon,Wells Fargo Championship,2022-05-08,2022,4,-0.53,-0.24
Peter Malnati,Wells Fargo Championship,2022-05-08,2022,4,0.68,-0.24
Patrick Reed,Wells Fargo Championship,2022-05-08,2022,2,-1.14,-2.42
Peter Uihlein,Wells Fargo Championship,2022-05-08,2022,2,-0.94,0.58
Ryan Armour,Wells Fargo Championship,2022-05-08,2022,4,0.75,1.51
Ryan Blaum,Wells Fargo Championship,2022-05-08,2022,2,-0.76,-0.42
Rickie Fowler,Wells Fargo Championship,2022-05-08,2022,4,1.08,1.76
Robert Garrigus,Wells Fargo Championship,2022-05-08,2022,2,0.05,-2.42
Russell Henley,Wells Fargo Championship,2022-05-08,2022,4,-0.69,0.51
Russell Knox,Wells Fargo Championship,2022-05-08,2022,4,0.21,1.01
Rory Sabbatini,Wells Fargo Championship,2022-05-08,2022,4,0.84,0.51
Roger Sloan,Wells Fargo Championship,2022-05-08,2022,2,-0.45,-2.92
Richy Werenski,Wells Fargo Championship,2022-05-08,2022,2,0.32,-2.92
Stewart Cink,Wells Fargo Championship,2022-05-08,2022,4,0.9,2.26
Sergio Garcia,Wells Fargo Championship,2022-05-08,2022,4,-0.29,1.76
Scott Gutschewski,Wells Fargo Championship,2022-05-08,2022,2,0.23,0.08
Stephan Jaeger,Wells Fargo Championship,2022-05-08,2022,4,0,2.51
Sung Kang,Wells Fargo Championship,2022-05-08,2022,2,0.25,-2.42
Si Woo Kim,Wells Fargo Championship,2022-05-08,2022,4,-0.22,0.76
Satoshi Kodaira,Wells Fargo Championship,2022-05-08,2022,2,-2.88,-1.92
Scott Piercy,Wells Fargo Championship,2022-05-08,2022,4,0.32,0.76
Seamus Power,Wells Fargo Championship,2022-05-08,2022,2,1.35,0.08
Seth Reeves,Wells Fargo Championship,2022-05-08,2022,2,-1.69,-2.42
Sepp Straka,Wells Fargo Championship,2022-05-08,2022,2,-0.26,0.58
Tyler Duncan,Wells Fargo Championship,2022-05-08,2022,2,-1.04,-2.42
Tony Finau,Wells Fargo Championship,2022-05-08,2022,4,0.17,0.51
Tommy Gainey,Wells Fargo Championship,2022-05-08,2022,2,-0.54,-0.42
Tyrrell Hatton,Wells Fargo Championship,2022-05-08,2022,4,0.38,0.76
Troy Merritt,Wells Fargo Championship,2022-05-08,2022,4,1.68,1.01
Taylor Moore,Wells Fargo Championship,2022-05-08,2022,4,-2.07,-1.99
Trey Mullinax,Wells Fargo Championship,2022-05-08,2022,2,0.99,-2.92
Vaughn Taylor,Wells Fargo Championship,2022-05-08,2022,2,-1.39,0.58
Vincent Whaley,Wells Fargo Championship,2022-05-08,2022,2,-1.36,-1.92
Wesley Bryan,Wells Fargo Championship,2022-05-08,2022,2,-0.42,-0.92
William McGirt,Wells Fargo Championship,2022-05-08,2022,2,0.65,0.58
Webb Simpson,Wells Fargo Championship,2022-05-08,2022,2,-1.41,-1.42
Zach Johnson,Wells Fargo Championship,2022-05-08,2022,2,0.05,-0.92
Abraham Ancer,Mexico Open,2022-05-01,2022,4,1.43,0.69
Arjun Atwal,Mexico Open,2022-05-01,2022,2,-2.19,-1.42
Aaron Baddeley,Mexico Open,2022-05-01,2022,2,1.4,-1.42
Austin Cook,Mexico Open,2022-05-01,2022,2,-1.48,-1.92
Anirban Lahiri,Mexico Open,2022-05-01,2022,4,0.52,1.69
Adam Long,Mexico Open,2022-05-01,2022,4,0.49,1.69
Alvaro Ortiz,Mexico Open,2022-05-01,2022,4,1.38,0.69
Andrew Putnam,Mexico Open,2022-05-01,2022,2,-0.42,-0.42
Aaron Rai,Mexico Open,2022-05-01,2022,4,-0.13,1.44
Adam Schenk,Mexico Open,2022-05-01,2022,2,-0.21,-0.42
Alex Smalley,Mexico Open,2022-05-01,2022,4,0.61,2.69
Adam Svensson,Mexico Open,2022-05-01,2022,2,-0.66,-1.92
Aaron Wise,Mexico Open,2022-05-01,2022,4,0.11,2.69
Ben Crane,Mexico Open,2022-05-01,2022,2,0.03,-0.92
Brice Garnett,Mexico Open,2022-05-01,2022,4,-0.7,0.94
Bill Haas,Mexico Open,2022-05-01,2022,4,1.14,0.19
Brandon Hagy,Mexico Open,2022-05-01,2022,4,0.47,0.69
Bo Hoag,Mexico Open,2022-05-01,2022,2,-0.67,-0.92
Ben Martin,Mexico Open,2022-05-01,2022,2,0.47,-0.42
Bryson Nimmer,Mexico Open,2022-05-01,2022,4,-0.42,-1.06
Brian Stuard,Mexico Open,2022-05-01,2022,4,-0.29,0.69
Brendon Todd,Mexico Open,2022-05-01,2022,4,-0.48,-0.31
Bo Van Pelt,Mexico Open,2022-05-01,2022,2,-1.65,-5.92
Brandon Wu,Mexico Open,2022-05-01,2022,4,1.5,3.19
Cameron Champ,Mexico Open,2022-05-01,2022,4,1.69,2.69
Charles Howell III,Mexico Open,2022-05-01,2022,4,-1.52,0.94
Chris Kirk,Mexico Open,2022-05-01,2022,2,-1.56,-0.42
Carlos Ortiz,Mexico Open,2022-05-01,2022,4,0.01,0.44
C.T. Pan,Mexico Open,2022-05-01,2022,4,0.4,1.19
Chez Reavie,Mexico Open,2022-05-01,2022,4,0.96,1.94
Chase Seiffert,Mexico Open,2022-05-01,2022,2,1.32,-0.92
Curtis Thompson,Mexico Open,2022-05-01,2022,2,-0.21,-0.42
Cameron Tringale,Mexico Open,2022-05-01,2022,4,0.07,0.94
Camilo Villegas,Mexico Open,2022-05-01,2022,2,-1.65,-1.42
Derek Ernst,Mexico Open,2022-05-01,2022,2,-1.81,-7.42
Doug Ghim,Mexico Open,2022-05-01,2022,4,-0.97,0.94
David Hearn,Mexico Open,2022-05-01,2022,2,-1.98,-5.92
Danny Lee,Mexico Open,2022-05-01,2022,2,-0.28,-4.92
David Lingmerth,Mexico Open,2022-05-01,2022,2,-1.02,-1.42
David Lipsky,Mexico Open,2022-05-01,2022,4,0.34,2.69
D.A. Points,Mexico Open,2022-05-01,2022,4,0.86,-0.81
Davis Riley,Mexico Open,2022-05-01,2022,4,2.35,2.94
D.J. Trahan,Mexico Open,2022-05-01,2022,2,-1.49,0.08
Dylan Wu,Mexico Open,2022-05-01,2022,2,0.01,-0.42
Emiliano Grillo,Mexico Open,2022-05-01,2022,4,0.68,0.94
Fabian Gomez,Mexico Open,2022-05-01,2022,2,-0.24,-2.92
Greg Chalmers,Mexico Open,2022-05-01,2022,2,0.62,-0.42
Grayson Murray,Mexico Open,2022-05-01,2022,4,0.24,1.94
Greyson Sigg,Mexico Open,2022-05-01,2022,4,-0.53,0.94
Gary Woodland,Mexico Open,2022-05-01,2022,4,-0.86,1.44
Hayden Buckley,Mexico Open,2022-05-01,2022,4,-0.83,-0.06
Hank Lebioda,Mexico Open,2022-05-01,2022,4,1.85,1.19
Jonas Blixt,Mexico Open,2022-05-01,2022,2,0.21,-2.42
Joseph Bramlett,Mexico Open,2022-05-01,2022,2,-0.47,0.08
Jonathan Byrd,Mexico Open,2022-05-01,2022,4,0.95,1.69
Jason Dufner,Mexico Open,2022-05-01,2022,2,-2.03,-1.92
James Hahn,Mexico Open,2022-05-01,2022,2,-0.45,-1.92
John Huh,Mexico Open,2022-05-01,2022,4,0.35,0.69
Jim Knous,Mexico Open,2022-05-01,2022,2,-0.5,-1.92
J.T. Poston,Mexico Open,2022-05-01,2022,2,1.85,0.08
Jon Rahm,Mexico Open,2022-05-01,2022,4,0.89,3.44
Johnson Wagner,Mexico Open,2022-05-01,2022,2,0.67,-5.92
Kiradech Aphibarnrat,Mexico Open,2022-05-01,2022,4,-0.09,-0.06
